ID,Code_Region,Country,name,Type,description,Link
211,CASP,Tajikistan,Committee for Oil and Gas,Governmental Entities (Central/Federal),"Oversees the exploration, production, and distribution of oil and gas resources.",mfa.tj
212,CASP,Tajikistan,State Committee for Land Management and Geodesy,Governmental Entities (Central/Federal),Manages and regulates land use for energy infrastructure.,investmentcouncil.tj
213,CASP,Tajikistan,Tajikistan Energy Charter National Coordination Centre,Governmental Entities (Central/Federal),Implements the Energy Charter Treaty for energy policy and development.,tpp.tj
214,CASP,Tajikistan,State Statistics Committee,Governmental Entities (Central/Federal),Collects and publishes data on energy production and consumption.,stat.tj
215,CASP,Tajikistan,Tajikistan Rural Electrification Administration,Rural Electrification Agency,Responsible for implementing rural electrification projects and programs.,cc.ehost.tj
216,CASP,Tajikistan,Municipalities and local governments,Local/Regional/Municipal Government Entities,Responsible for energy infrastructure planning and regulation.,cc.ehost.tj
217,CASP,Tajikistan,National Energy Holding Company Barqii Tojik,Industry and Professional Associations,Manages and operates the national electricity grid.,
218,CASP,Tajikistan,BARQ Energo Food and Feed Complex,Commercial Entities,"Operates multiple energy projects, including hydropower and energy storage.",
219,CASP,Tajikistan,Tajik Research Institutes and Universities,"Research, Education, and Development Institutions",Conducts research and provides education on energy topics.,anrt.tj
220,CASP,Tajikistan,Tajikistan Development Research Institute,"Research, Education, and Development Institutions",Conducts research and provides policy recommendations on energy development.,iom.tj
221,CASP,Tajikistan,Tajikistan National Committee for the UNESCO Man and the Biosphere Programme,NGOs and Civil Society,Promotes sustainable energy practices in rural areas.,tajnature.tj
222,CASP,Tajikistan,Tajikistan Social-Ecological Association NGO Kuhistan,NGOs and Civil Society,Advocates for sustainable development and access to clean energy in rural areas.,
223,CASP,Tajikistan,Tajikistan Association of Independent Oil and Gas Producers,Industry and Professional Associations,Represents the interests of independent oil and gas producers.,mfa.tj
224,CASP,Tajikistan,Association of Small Hydropower Plants of Tajikistan,Industry and Professional Associations,Represents the interests of small hydropower producers.,news.tj
225,CASP,Tajikistan,International Finance Corporation,Financial and Funding Entities,Provides financing and advisory services for private sector energy projects.,mfa.tj
226,CASP,Tajikistan,World Bank,Financial and Funding Entities,Provides financing and technical support for energy infrastructure development.,mfa.tj
227,CASP,Tajikistan,Asian Development Bank,Financial and Funding Entities,Provides financing and policy advice for energy projects.,cc.ehost.tj
228,CASP,Tajikistan,United Nations Development Programme,International Entities,Implements energy projects and promotes sustainable energy development.,undp.tj
229,CASP,Tajikistan,European Union Delegation to Tajikistan,International Entities,Provides support and funding for energy initiatives and programs.,mfa.tj
230,CASP,Tajikistan,Tajik-Oman Investment Company,Commercial Entities,Invests in energy projects and promotes foreign investment in the energy sector.,mfa.tj
231,CASP,Tajikistan,Tajikistan Renewable Energy Association,Sector-Specific Entities,Promotes and advocates for the use of renewable energy in Tajikistan.,cc.ehost.tj
232,CASP,Turkmenistan,Ministry of Energy,Governmental Entities (Central/Federal),Responsible for developing and implementing energy policies and regulations.,minenergo.gov.tm
233,CASP,Turkmenistan,State Agency for Management and Use of Hydrocarbon Resources,Governmental Entities (Central/Federal),Regulates the country's oil and gas sector.,turkmenistan.gov.tm
234,CASP,Turkmenistan,"- State Concern ""Turkmenneftegaz""",Commercial Entities,"State-owned company responsible for oil and gas exploration, production, and export.",
235,CASP,Turkmenistan,State Electric Power Corporation of Turkmenistan,Utilities,"State-owned company responsible for electricity generation, transmission, and distribution.",turkmenistan.gov.tm
236,CASP,Turkmenistan,State Committee for Water Management,Governmental Entities (Central/Federal),Responsible for managing and regulating water resources and hydropower in the country.,germany.tmembassy.gov.tm
237,CASP,Turkmenistan,Ministry of Environment and Land Resources,Governmental Entities (Central/Federal),Responsible for environmental protection and sustainable development in the energy sector.,mfa.gov.tm
238,CASP,Turkmenistan,Turkmenistan Electricity Company,Utilities,Responsible for electricity distribution and supply in the country.,business.com.tm
239,CASP,Turkmenistan,TurkmenEnergoState Concern,Commercial Entities,"State-owned company responsible for electricity generation, transmission, and distribution.",
240,CASP,Turkmenistan,Energy Charter Secretariat,International Entities,Promotes energy cooperation and sustainable development in Turkmenistan.,mfa.gov.tm
241,CASP,Turkmenistan,the Union of Industrialists and Entrepreneurs of Turkmenistan,Industry and Professional Associations,Represents the interests of the private sector in the energy industry.,usa.tmembassy.gov.tm
242,CASP,Turkmenistan,Turkmen State Institute of Energy and Geology,"Research, Education, and Development Institutions",Provides education and conducts research in the fields of energy and geology.,ogt-turkmenistan.com.tm
243,CASP,Turkmenistan,State Enterprise Turkmengeodesy,Governmental Entities (Central/Federal),Conducts geologic surveys and exploration for oil and gas resources.,
244,CASP,Turkmenistan,"- Turkmen NGO ""Ecocenter""",NGOs and Civil Society,Promotes sustainable energy development and environmental protection in Turkmenistan.,
245,CASP,Turkmenistan,Turkmen Sustainable Energy Association,NGOs and Civil Society,Raises awareness and advocates for renewable energy solutions in the country.,business.com.tm
246,CASP,Turkmenistan,United Nations Development Programme (UNDP) Turkmenistan,International Entities,Supports sustainable energy development and access to clean energy in the country.,mfa.gov.tm
247,CASP,Turkmenistan,Islamic Development Bank,Financial and Funding Entities,Provides funding for energy projects in Turkmenistan.,mfa.gov.tm
248,CASP,Turkmenistan,European Bank for Reconstruction and Development,Financial and Funding Entities,Provides financing for renewable energy projects in Turkmenistan.,mfa.gov.tm
249,CASP,Turkmenistan,Global Green Growth Institute,International Entities,Supports the country's transition to a green economy and sustainable energy development.,mfa.gov.tm
250,CASP,Turkmenistan,Turkmenistan National Energy Commission,Regulatory and Advisory Entities,Oversees the energy sector and advises the government on energy policies and regulations.,mfa.gov.tm
251,CASP,Turkmenistan,Turkmen Oil and Gas Institute,"Research, Education, and Development Institutions",Provides education and conducts research in the oil and gas sector.,ogt-turkmenistan.com.tm
252,CASP,Turkmenistan,Turkmenistan Energy Academy,"Research, Education, and Development Institutions",Provides education and conducts research in the field of energy and energy efficiency.,usa.tmembassy.gov.tm
253,CASP,Turkmenistan,Turkmen Association of Renewable Energy,Industry and Professional Associations,Promotes and supports the development of renewable energy in the country.,business.com.tm
254,CASP,Turkmenistan,Turkmen Forum Against Nuclear Energy,NGOs and Civil Society,Advocates against the use of nuclear energy in Turkmenistan.,ogt-turkmenistan.com.tm
255,CASP,Turkmenistan,Turkmenbashi Complex of Oil Refineries,Commercial Entities,State-owned company responsible for refining and exporting oil and gas products.,tngizt.gov.tm
256,CASP,Turkmenistan,Turkmengas State Concern,Commercial Entities,State-owned company responsible for the development and export of natural gas.,turkmengaz.gov.tm
257,CASP,Uzbekistan,#NAME?,Governmental Entities,"Responsible for laws, policies, regulations, and planning in the energy sector.",kpmg.co.uz
258,CASP,Uzbekistan,#NAME?,TSO,Responsible for the transmission and distribution of electricity in Uzbekistan.,e-visa.gov.uz
259,CASP,Uzbekistan,#NAME?,TSO,Responsible for the transmission and distribution of natural gas in Uzbekistan.,e-visa.gov.uz
260,CASP,Uzbekistan,#NAME?,Governmental Entities,Responsible for regulation and oversight of oil and gas exploration and production.,data.egov.uz
261,CASP,Uzbekistan,#NAME?,Governmental Entities,"Collects and publishes data on energy production, consumption, and prices in Uzbekistan.",kun.uz
262,CASP,Uzbekistan,#NAME?,Governmental Entities,Responsible for attracting and facilitating investment in the energy sector in Uzbekistan.,investorscouncil.uz
263,CASP,Uzbekistan,#NAME?,Industry and Professional Associations,Represents the interests of renewable energy companies in Uzbekistan.,
264,CASP,Uzbekistan,#NAME?,Governmental Entities,Promotes investment in the electricity sector in Uzbekistan.,e-visa.gov.uz
265,CASP,Uzbekistan,#NAME?,IPP,Represents independent power producers in Uzbekistan.,minenergy.uz
266,CASP,Uzbekistan,#NAME?,Governmental Entities,Provides support and financing for small and medium-sized enterprises in the energy sector.,
267,CASP,Uzbekistan,#NAME?,Financial and Funding Entities,"Provides loans, guarantees, and other financing mechanisms for energy projects in Uzbekistan.",
268,CASP,Uzbekistan,#NAME?,Governmental Entities,Coordinates the development of the electricity sector in Uzbekistan.,
269,CASP,Uzbekistan,#NAME?,Financial and Funding Entities,Provides financing for renewable energy projects in Uzbekistan.,
270,CASP,Uzbekistan,#NAME?,Industry and Professional Associations,Supports and promotes businesses in the energy sector.,
271,CASP,Uzbekistan,#NAME?,Industry and Professional Associations,Represents gas industry companies in Uzbekistan.,energyforum.uz
272,OTHERS,Chile,Ministry of Energy,Governmental Entities,Responsible for developing and implementing energy policies and regulations.,gob.cl
273,OTHERS,Chile,National Energy Commission (CNE),Regulatory and Advisory Entities,Regulatory and advisory body for the energy sector.,cne.cl
274,OTHERS,Chile,National Energy Efficiency Program (PREE),Governmental Entities,Promotes energy efficiency measures in the country.,bcn.cl
275,OTHERS,Chile,National Petroleum Company (ENAP),Governmental Entities,"State-owned company responsible for exploration, production, and commercialization of oil and gas.",enap.cl
276,OTHERS,Chile,National Electricity Coordinator (CEN),Governmental Entities,Responsible for managing and coordinating the operation of the national electricity system.,carey.cl
277,OTHERS,Chile,National Renewable Energy Center (CER),"Research, Education, and Development Institutions",Conducts research and development projects in renewable energy.,h2chile.cl
278,OTHERS,Chile,National Commission for Scientific and Technological Research (CONICYT),"Research, Education, and Development Institutions","Promotes scientific research, technological development, and innovation in various sectors including energy.",conicyt.cl
